Timestamp,MediaType,DeviceType,IsPremium,action,records,accentColor
2025-01-26 15:08:39,movie,iPhone,true,clearHistory,283
2025-01-26 15:09:41,movie,iPhone,true,importReviews,283
2025-01-26 15:14:55,movie,iPhone,true,savedReview,0
2025-01-26 15:24:29,movie,iPad,false,savedReview,0
2025-01-26 15:34:01,movie,iPhone,false,clearHistory,0
2025-01-26 16:03:34,tv show,iPhone,false,savedReview,0
2025-01-26 16:04:04,tv show,iPhone,false,savedReview,0
2025-01-26 16:07:29,movie,iPhone,true,savedReview,0
2025-01-26 16:10:45,movie,iPhone,true,savedReview,0
2025-01-26 16:10:54,tv show,iPhone,true,savedReview,0
2025-01-26 16:13:38,tv show,iPhone,true,savedReview,0
2025-01-26 16:18:05,tv show,iPhone,true,savedReview,0
2025-01-26 16:20:18,movie,iPhone,true,savedReview,0
2025-01-26 16:20:48,tv show,iPhone,true,savedReview,0
2025-01-26 16:20:56,movie,iPhone,true,savedReview,0
2025-01-26 16:22:02,movie,iPhone,true,savedReview,0
2025-01-26 16:23:02,movie,iPhone,true,savedReview,0
2025-01-26 16:23:23,tv show,iPhone,true,savedReview,0
2025-01-26 16:26:22,tv show,iPhone,true,savedReview,0
2025-01-26 16:26:46,tv show,iPhone,true,savedReview,0
2025-01-26 16:30:12,tv show,iPhone,true,savedReview,0
2025-01-26 16:33:42,tv show,iPhone,true,savedReview,0
2025-01-26 16:35:40,tv show,iPhone,true,savedReview,0
2025-01-26 16:50:47,tv show,iPhone,true,savedReview,0
2025-01-26 16:51:21,tv show,iPhone,true,savedReview,0
2025-01-26 16:51:50,tv show,iPhone,true,savedReview,0
2025-01-26 16:53:47,tv show,iPhone,true,savedReview,0
2025-01-26 16:54:07,tv show,iPhone,true,savedReview,0
2025-01-26 16:54:56,tv show,iPhone,true,savedReview,0
2025-01-26 16:58:20,tv show,iPhone,true,savedReview,0
2025-01-26 17:01:10,tv show,iPhone,true,savedReview,0
2025-01-26 17:02:03,tv show,iPhone,true,savedReview,0
2025-01-26 17:06:49,tv show,iPhone,true,savedReview,0
2025-01-26 17:07:01,tv show,iPhone,true,savedReview,0
2025-01-26 17:12:04,tv show,iPhone,true,savedReview,0
2025-01-26 17:13:24,tv show,iPhone,true,savedReview,0
2025-01-26 17:15:02,tv show,iPhone,true,savedReview,0
2025-01-26 17:15:15,tv show,iPhone,true,savedReview,0
2025-01-26 17:17:56,tv show,iPhone,true,savedReview,0
2025-01-26 23:00:00,movie,iPhone,true,savedReview,0
2025-01-27 01:17:43,movie,iPhone,true,savedReview,0
2025-01-27 01:25:27,movie,iPhone,true,savedReview,0
2025-01-27 01:27:11,movie,iPhone,true,savedReview,0
2025-01-27 14:59:52,movie,iPhone,true,savedReview,0
2025-01-27 15:04:22,movie,iPhone,true,savedReview,0
2025-01-27 15:05:01,movie,iPhone,true,savedReview,0
2025-01-27 15:10:22,movie,iPhone,true,savedReview,0
2025-01-27 15:11:45,movie,iPhone,true,savedReview,0
2025-01-27 15:16:08,movie,iPhone,true,savedReview,0
2025-01-27 15:17:15,movie,iPhone,true,savedReview,0
